demoReps.thisRepN,demoReps.thisTrialN,demoReps.thisN,demoReps.thisIndex,stimuli,Instruction.started,instruction_resp.started,instruction_resp.keys,instruction_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,7.704578700009733,7.704578700009733,y,1.1335800999950152,767668,001,2023-05-28_14h52.47.298,pareidolia,2023.1.2,59.75411183221786,
