demoReps.thisRepN,demoReps.thisTrialN,demoReps.thisN,demoReps.thisIndex,stimuli,demo_face,Instruction.started,instruction_resp.started,instruction_resp.keys,instruction_resp.rt,startDemo.started,demoInstruction.started,startDemo.stopped,demoInstruction.stopped,demoFixation.started,demoFixation.stopped,demoImage.started,demoResp.started,demoResp.keys,demoResp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,7.042383599997265,7.042383599997265,y,0.42122720000043046,,,,,,,,,,,520654,001,2023-05-28_15h55.11.649,pareidolia,2023.1.2,60.41960205230101,
,,,,,,,,,,7.597419700003229,8.482131099997787,8.599181400000816,9.482219800003804,9.482219800003804,9.982280700001866,9.982280700001866,9.982280700001866,y,0.6055686000036076,,,,,,,
