demoReps.thisRepN,demoReps.thisTrialN,demoReps.thisN,demoReps.thisIndex,stimuli,demo_face,Instruction.started,instruction_resp.started,instruction_resp.keys,instruction_resp.rt,startDemo.started,demoInstruction.started,startDemo.stopped,demoInstruction.stopped,demoFixation.started,demoFixation.stopped,demoImage.started,demoResp.started,demoResp.keys,demoResp.rt,Feedback.started,demoLoop.started,demoLoopResp.started,Feedback.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,11.488622000004398,11.488622000004398,y,1.2849245999968844,,,,,,,,,,,,,,,356010,001,2023-05-28_15h51.31.167,pareidolia,2023.1.2,60.09286751803269,
,,,,,,,,,,12.891940900008194,13.795229399998789,13.89538370000082,14.796859100009897,14.796859100009897,15.295399000009638,15.295399000009638,15.295399000009638,y,0.6532783000002382,16.034583700005896,17.028639700001804,17.028639700001804,17.045523200009484,,,,,,,
