demoReps.thisRepN,demoReps.thisTrialN,demoReps.thisN,demoReps.thisIndex,stimuli,demo_face,Instruction.started,instruction_resp.started,instruction_resp.keys,instruction_resp.rt,startDemo.started,demoInstruction.started,startDemo.stopped,demoFixation.started,demoInstruction.stopped,demoImage.started,demoResp.started,demoFixation.stopped,demoResp.keys,demoResp.rt,Feedback.started,demoLoop.started,demoLoopResp.started,Feedback.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,21.737496500005363,21.737496500005363,y,0.8271461999975145,,,,,,,,,,,,,,,149757,001,2023-05-28_15h50.01.750,pareidolia,2023.1.2,59.99829604764078,
,,,,,,,,,,22.688476400013315,23.591072100010933,23.69111640000483,24.57665580000321,24.590898900001775,25.074265900009777,25.074265900009777,25.09102440001152,y,0.8336738000070909,26.00058260001242,26.990715600011754,26.990715600011754,27.007573599999887,,,,,,,
