demoReps.thisRepN,demoReps.thisTrialN,demoReps.thisN,demoReps.thisIndex,stimuli,Instruction.started,instruction_resp.started,instruction_resp.keys,instruction_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,6.983492600003956,6.983492600003956,y,1.3516248999949312,869189,001,2023-05-28_14h51.46.345,pareidolia,2023.1.2,59.42981843399197,
