demoReps.thisRepN,demoReps.thisTrialN,demoReps.thisN,demoReps.thisIndex,stimuli,demo_face,Instruction.started,instruction_resp.started,instruction_resp.keys,instruction_resp.rt,startDemo.started,demoInstruction.started,startDemo.stopped,demoInstruction.stopped,demoFixation.started,demoFixation.stopped,demoImage.started,demoResp.started,demoResp.keys,demoResp.rt,Feedback.started,demoLoop.started,demoLoopResp.started,Feedback.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,7.926675099995919,7.926675099995919,y,0.5078589000040665,,,,,,,,,,,,,,,171750,001,2023-05-28_15h51.01.390,pareidolia,2023.1.2,60.11125391264021,
,,,,,,,,,,8.576393999988795,9.460530899988953,9.577567599990289,10.460575199991581,10.460575199991581,10.96072550000099,10.96072550000099,10.96072550000099,y,0.5240922999946633,11.566474099992774,12.561996299991733,12.561996299991733,12.577720599991153,,,,,,,
