demoReps.thisRepN,demoReps.thisTrialN,demoReps.thisN,demoReps.thisIndex,stimuli,Instruction.started,instruction_resp.started,instruction_resp.keys,instruction_resp.rt,startDemo.started,demoInstruction.started,startDemo.stopped,demoInstruction.stopped,demoFixation.started,demoImage.started,demoResp.started,demoFixation.stopped,demoResp.keys,demoResp.rt,demoLoop.started,demoLoopResp.started,demoLoopResp.keys,demoLoopResp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,6.987002699999721,6.987002699999721,y,0.4726779000047827,,,,,,,,,,,,,,,987920,001,2023-05-28_14h56.31.440,pareidolia,2023.1.2,60.133158869376814,
,,,,,,,,,37.019729599996936,37.97131660000014,38.02078900000197,38.97112729999935,38.97112729999935,39.47145939999609,39.47145939999609,39.47145939999609,n,0.904458800010616,34.651881600002525,34.651881600002525,n,2.271046000008937,,,,,,,
