demoReps.thisRepN,demoReps.thisTrialN,demoReps.thisN,demoReps.thisIndex,stimuli,Instruction.started,instruction_resp.started,instruction_resp.keys,instruction_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,7.238117100001546,7.238117100001546,y,1.6673888999939663,267810,001,2023-05-28_14h48.05.317,pareidolia,2023.1.2,60.09142309117297,
