demoReps.thisRepN,demoReps.thisTrialN,demoReps.thisN,demoReps.thisIndex,stimuli,Instruction.started,instruction_resp.started,instruction_resp.keys,instruction_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,7.5808095000102185,7.5808095000102185,y,0.4898651000112295,766152,001,2023-05-28_14h50.12.792,pareidolia,2023.1.2,59.93450357464808,
