demoReps.thisRepN,demoReps.thisTrialN,demoReps.thisN,demoReps.thisIndex,stimuli,demo_face,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruction.started,instruction_resp.started,instruction_resp.keys,instruction_resp.rt,startDemo.started,demoInstruction.started,startDemo.stopped,demoInstruction.stopped,demoFixation.started,demoImage.started,demoResp.started,demoFixation.stopped,demoImage.stopped,demoResp.stopped,demoResp.keys,Feedback.started,demoLoop.started,demoLoopResp.started,Feedback.stopped,demoLoopResp.keys,demoLoopResp.rt,ExpInstruc.started,continueExp.started,continueExp.keys,continueExp.rt,goodbye.started,goodbye_resp.started,goodbye_resp.keys,goodbye_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,24.199076900011278,24.199076900011278,y,1.9636551000003237,,,,,,,,,,,,,,,,,,,,,,,,,,000769,001,2023-05-28_23h59.13.224,pareidolia,2023.1.2,60.022820678994435,
,,,,,,,,,,,,,,79.2576401999977,80.19155699999828,80.25821539999743,81.19147299999895,81.19147299999895,81.69159780000336,81.69159780000336,81.69159780000336,84.70607500000915,84.70607500000915,None,84.70607500000915,85.69120080000721,85.69120080000721,85.70825039999909,y,1.4533859999937704,87.2139204999985,87.2139204999985,y,1.5677233999886084,,,,,000769,001,2023-05-28_23h59.13.224,pareidolia,2023.1.2,60.022820678994435,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.82197600000654,88.82197600000654,y,1.6492128999962006,000769,001,2023-05-28_23h59.13.224,pareidolia,2023.1.2,60.022820678994435,
