demoReps.thisRepN,demoReps.thisTrialN,demoReps.thisN,demoReps.thisIndex,stimuli,demo_face,Instruction.started,instruction_resp.started,instruction_resp.keys,instruction_resp.rt,startDemo.started,demoInstruction.started,startDemo.stopped,demoInstruction.stopped,demoFixation.started,demoFixation.stopped,demoImage.started,demoResp.started,demoResp.keys,demoResp.rt,Feedback.started,Feedback.stopped,demoLoop.started,demoLoopResp.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,7.39581369998632,7.39581369998632,y,0.6433271999994759,,,,,,,,,,,,,,,137357,001,2023-05-28_15h47.00.151,pareidolia,2023.1.2,60.016300427299555,
,,,,,,,,,,8.165312599987374,9.052418399995076,9.169552199993632,10.053344599989941,10.053344599989941,10.55256249998638,10.55256249998638,10.55256249998638,y,0.7165676000004169,11.370485199993709,12.369791899996926,12.369791899996926,12.369791899996926,,,,,,,
