demoReps.thisRepN,demoReps.thisTrialN,demoReps.thisN,demoReps.thisIndex,stimuli,demo_face,Instruction.started,instruction_resp.started,instruction_resp.keys,instruction_resp.rt,startDemo.started,demoInstruction.started,startDemo.stopped,demoInstruction.stopped,demoFixation.started,demoImage.started,demoResp.started,demoFixation.stopped,demoResp.keys,demoResp.rt,Feedback.started,Feedback.stopped,demoLoop.started,demoLoopResp.started,demoLoopResp.keys,demoLoopResp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,9.321708899995429,9.321708899995429,y,1.356166999990819,,,,,,,,,,,,,,,,,838303,001,2023-05-28_15h49.04.012,pareidolia,2023.1.2,59.95606419838211,
,,,,,,,,,,20.53428469999926,21.507311699999264,21.541020400007255,22.507099299997208,22.507099299997208,23.00732689999859,23.00732689999859,23.00732689999859,y,0.9026766000024509,23.955548900004942,24.957631099998252,24.957631099998252,24.957631099998252,n,5.028916499999468,,,,,,,
