demoReps.thisRepN,demoReps.thisTrialN,demoReps.thisN,demoReps.thisIndex,stimuli,demo_face,Instruction.started,instruction_resp.started,instruction_resp.keys,instruction_resp.rt,startDemo.started,demoInstruction.started,startDemo.stopped,demoFixation.started,demoInstruction.stopped,demoImage.started,demoResp.started,demoFixation.stopped,demoResp.keys,demoResp.rt,Feedback.started,demoLoop.started,demoLoopResp.started,Feedback.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,6.996486000003642,6.996486000003642,y,2.382735099992715,,,,,,,,,,,,,,,408011,001,2023-05-28_15h54.43.971,pareidolia,2023.1.2,59.88730407234858,
,,,,,,,,,,9.490215900004841,10.401757900006487,10.50209020001057,11.3943244000111,11.41648260000511,11.885056400002213,11.885056400002213,11.901944500001264,y,0.8401501999906031,12.807900300002075,13.801639400000568,13.801639400000568,13.818573399999877,,,,,,,
