demoReps.thisRepN,demoReps.thisTrialN,demoReps.thisN,demoReps.thisIndex,stimuli,demo_face,Instruction.started,instruction_resp.started,instruction_resp.keys,instruction_resp.rt,startDemo.started,demoInstruction.started,startDemo.stopped,demoInstruction.stopped,demoFixation.started,demoImage.started,demoResp.started,demoFixation.stopped,demoResp.keys,demoResp.rt,Feedback.started,Feedback.stopped,demoLoop.started,demoLoopResp.started,demoLoopResp.keys,demoLoopResp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,55.279211900007795,55.279211900007795,y,1.4755765000008978,,,,,,,,,,,,,,,,,910851,001,2023-05-28_17h36.04.179,pareidolia,2023.1.2,60.048338915647356,
,,,,,,,,,,64.34590699999535,65.2983710999979,65.34843860000547,66.29843650000112,66.29843650000112,66.79866489999404,66.79866489999404,66.79866489999404,y,1.1306627000012668,60.49804970000696,61.49810680000519,61.49810680000519,61.49810680000519,n,2.71835419999843,,,,,,,
