demoReps.thisRepN,demoReps.thisTrialN,demoReps.thisN,demoReps.thisIndex,stimuli,Instruction.started,instruction_resp.started,instruction_resp.keys,instruction_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,8.437766599992756,8.437766599992756,y,1.480645400006324,938348,001,2023-05-28_14h46.46.530,pareidolia,2023.1.2,59.99991600122421,
