demoReps.thisRepN,demoReps.thisTrialN,demoReps.thisN,demoReps.thisIndex,stimuli,demo_face,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,stimuli_images,face,Instruction.started,instruction_resp.started,instruction_resp.keys,instruction_resp.rt,startDemo.started,demoInstruction.started,startDemo.stopped,demoInstruction.stopped,demoFixation.started,demoImage.started,demoResp.started,demoFixation.stopped,demoResp.keys,demoResp.rt,Feedback.started,demoLoop.started,demoLoopResp.started,Feedback.stopped,demoLoopResp.keys,demoLoopResp.rt,ExpInstruc.started,continueExp.started,continueExp.keys,continueExp.rt,fixation.started,expImg.started,exp_resp.started,fixation.stopped,expImg.stopped,exp_resp.stopped,exp_resp.keys,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,13.02730449999217,13.02730449999217,y,0.7591996999981347,,,,,,,,,,,,,,,,,,,,,,,,,,,,382824,001,2023-05-29_00h13.50.503,pareidolia,2023.1.2,59.9993040097587,
,,,,,,,,,,,,,,,,21.393778300000122,22.31252900000254,22.395713299993076,23.312572800001362,23.312572800001362,23.81347609999648,23.81347609999648,23.81347609999648,y,0.46482589999504853,24.334236199996667,25.329930099993362,25.329930099993362,25.346311200002674,y,0.28658159999758936,25.68159469999955,25.68159469999955,y,1.535220699995989,,,,,,,,382824,001,2023-05-29_00h13.50.503,pareidolia,2023.1.2,59.9993040097587,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.28079629999411,27.746155100001488,27.746155100001488,27.79616630000237,,,None,,,,,,,
